Location ID	Aquifer	Latitude	Longitude	Ground Elevation	Geologic Unit Code	Well Installation Date	Total Well Depth [ft]	Well Diameter [in]	Screen Top [ft]	Screen Bottom [ft]	Comments	WELL_COMPLETION_REPORT_URL	Monitoring Area	Watershed	Well Status	Inactive Date	TOC Elevation	LWA Notes	Source
R-57 S2	Regional	35.82987	-106.23417	6648.04	Tpt	NULL	NULL	NULL	971.5	992.100	NULL, NULL, Brass cap location, Brass cap location, Brass cap location	NULL	TA-54	Mortendad	NULL	NULL	[84]	Ground Elevation updated from MW	Well Info	
R-6	Regional	35.87533	-106.26487	6995.8	Tf	2004-12-04 00:00:00	1252.00	4.5	1205	1228.000	NULL, Surface Pad installation date is Surface Pad Start Date on IMF. Comp Depth set at bottom of casing. Surface pad thickness reported as 6, Location info taken from Brass cap monument survey data from R-6/R-6i WCR., Location info taken from Brass cap monument survey data from R-6/R-6i WCR.	NULL	TA-21	Los Alamos	A	NULL	[84]	Ground Elevation updated from MW	Well Info	
R-60	Regional	35.86057	-106.29618	7228.17	Tpf	2010-10-18 00:00:00	1360.90	5	1330	1350.900	NULL, NULL, Brass Cap location from well completion report, Brass Cap location from well completion report, Brass Cap location from well completion report	NULL	MDA C	Mortendad	A	NULL	[84]	Ground Elevation updated from MW	Well Info	
R-61 S1	Regional	35.85758	-106.2612	6940.12	Tpf	NULL	NULL	NULL	1125	1135.000	NULL, NULL, Preliminary information, Brass cap location from WCR, rounded to 2 digits, Brass cap location from WCR, rounded to 2 digits	NULL	Chromium	Mortendad	NULL	NULL	[84]	Ground Elevation updated from MW	Well Info	
R-61 S2	Regional	35.85758	-106.2612	6940.12	Tjfp	NULL	NULL	NULL	1220.4	1241.000	NULL, NULL, Brass cap location from WCR, rounded to 2 digits, Brass cap location from WCR, rounded to 2 digits	NULL	Chromium	Mortendad	NULL	NULL	[84]	Ground Elevation updated from MW	Well Info	
R-62	Regional	35.86312	-106.26647	6984.88	Tpf	2011-10-03 00:00:00	1189.7	5.0	1158.4	1179.1	NULL, NULL, Updated Location information from e-mail from RJK 4/2/2012, Updated Location information from e-mail from RJK 4/2/2012	NULL	Chromium	Mortendad	A	NULL	[84]	Ground Elevation updated from MW	Well Info	
R-64	Regional	35.8772	-106.27541	7121.74	Tjfp	2011-07-11 00:00:00	1316.10	5	1285	1305.500	NULL, NULL, Preliminary information, brass cap location rounded to decimal places, brass cap location rounded to decimal places	NULL	TA-21	Los Alamos	A	NULL	[84]	Ground Elevation updated from MW	Well Info	
R-66	Regional	35.87309	-106.25987	6626.96	Tcar	2011-11-16 00:00:00	849.8	5.11	819.4	839.7	NULL, Top of outer casing 3.59 ft above brass cap, Replacement well located just to the east of O-4.  TW-3 replacement well.   Location for potential contaminants  from upper Los Alamos and  DP Canyons and TA-21.	NULL	TA-21	Los Alamos	A	NULL	[84]	Ground Elevation updated from MW	Well Info	
R-67	Regional	35.87035	-106.29012	7123.25	Tjfp	2015-07-06 00:00:00	1276.94	5	1242.6	1263	NULL, NULL	NULL	Chromium	Sandia	A	NULL	[84]	Ground Elevation updated from MW, Geologic Unit Code updated from MW	Well Info	
R-6i	Intermediate	35.87534	-106.26493	6996.9	Tf	2004-12-20 00:00:00	615.00	4.5	602	612.000	NULL, Surface Pad installation date estimated from WCR Well Completion Begin Date. Comp Depth set at bottom of casing., Location info taken from Brass cap monument survey data from R-6/R-6i WCR. Added for P Longmire, Location info taken from Brass cap monument survey data from R-6/R-6i WCR. Added for P Longmire, Location info taken from Brass cap monument survey data from R-6/R-6i WCR. Added for P Longmire	NULL	TA-21	Los Alamos	A	NULL	[84]	Ground Elevation updated from MW	Well Info	
R-7 OB	Intermediate	35.87469	-106.27954	6779.200	NULL	NULL	NULL	NULL	NULL	NULL	Location info taken from Brass cap monument survey data from R-7 WCR., NULL, Location info taken from Brass cap monument survey data from R-7 WCR., Location info taken from Brass cap monument survey data from R-7 WCR.	NULL	TA-21	Los Alamos	NULL	NULL	[84]	Aquifer updated from MW	Well Info	
R-7 S1	Intermediate	35.87469	-106.27954	6779.2	Tp	NULL	NULL	NULL	363.2	379.200	NULL, NULL, Location info taken from Brass cap monument survey data from R-7 WCR., Original x, y = 1631673, 1773650, Location info taken from Brass cap monument survey data from R-7 WCR.	NULL	TA-21	Los Alamos	NULL	NULL	[84]	Ground Elevation updated from MW	Well Info	
R-7 S2	Intermediate	35.87469	-106.27954	6779.200	Tp	NULL	NULL	NULL	730.4	746.400	Location info taken from Brass cap monument survey data from R-7 WCR., NULL, Location info taken from Brass cap monument survey data from R-7 WCR., Location info taken from Brass cap monument survey data from R-7 WCR.	NULL	TA-21	Los Alamos	NULL	NULL	[84]		Well Info	
R-7 S3	Regional	35.87469	-106.27954	6779.2	Tp	NULL	NULL	NULL	895.5	937.400	NULL, NULL, Location info taken from Brass cap monument survey data from R-7 WCR., Location info taken from Brass cap monument survey data from R-7 WCR., Original x, y = 1631673, 1773650	NULL	TA-21	Los Alamos	NULL	NULL	[84]	Ground Elevation updated from MW	Well Info	
R-8 OB	Regional	35.87168	-106.24756	6544.740	NULL	NULL	NULL	NULL	NULL	NULL	Location info taken from Brass cap monument survey data from R-8 WCR., NULL, Location info taken from Brass cap monument survey data from R-8 WCR., Location info taken from Brass cap monument survey data from R-8 WCR.	NULL	TA-21	Los Alamos	NULL	NULL	[84]	Aquifer updated from MW	Well Info	
R-8 S1	Regional	35.87168	-106.24756	6544.74	Tp	NULL	NULL	NULL	705.31	755.700	NULL, NULL, Location info taken from Brass cap monument survey data from R-8 WCR., Location info taken from Brass cap monument survey data from R-8 WCR., Note:  Original hole P & Ad.  Original hole is 62 ' due east of this one.	NULL	TA-21	Los Alamos	NULL	NULL	[84]	Ground Elevation updated from MW	Well Info	
R-8 S2	Regional	35.87168	-106.24756	6544.74	Tp	NULL	NULL	NULL	821	828.000	NULL, NULL, Location info taken from Brass cap monument survey data from R-8 WCR., Location info taken from Brass cap monument survey data from R-8 WCR.	NULL	TA-21	Los Alamos	NULL	NULL	[84]	Ground Elevation updated from MW	Well Info	
R-8A OB	NULL	35.87162	-106.24737	6542.890	NULL	NULL	NULL	NULL	NULL	NULL	BH1 Brass cap monument location info.  Abandoned borehole., NULL	NULL	TA-21	Los Alamos	NULL	2012-03-15 10:48:00	[84]		Well Info	
R-9	Regional	35.86698	-106.22361	6382.8	Tsfb	1999-10-18 00:00:00	758.00	4.5 in	683	748.500	NULL, Survey pin was installed with on 9/13/00., Original x, y, z = 1648241.4, 1770843.9, 6385.36, Location info taken from Brass monument survey data from R-9 WCR., Location info taken from Brass monument survey data from R-9 WCR.	NULL	TA-21	Los Alamos	A	NULL	[84]	Ground Elevation updated from MW, Well Diameter [in] updated from MW, Geologic Unit Code updated from MW	Well Info	
R-9 OB	NULL	35.86698	-106.22361	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL, NULL	NULL	TA-21	Los Alamos	NULL	NULL	[84]		Well Info	
R-9i S1	Intermediate	35.86696	-106.22372	6383.2	Tb4	NULL	NULL	NULL	189.1	199.500	NULL, NULL, Location info taken from Brass monument survey data from R-9i WCR., Original x, y, z = 1648208.8, 1770834.7, 6383.85, Location info taken from Brass monument survey data from R-9i WCR.	NULL	TA-21	Los Alamos	NULL	NULL	[84]	Ground Elevation updated from MW	Well Info	
R-9i S2	Intermediate	35.86696	-106.22372	6383.2	Tb4	NULL	NULL	NULL	269.6	280.300	NULL, NULL, Location info taken from Brass monument survey data from R-9i WCR., Original x, y, z = 1648208.8, 1770834.7, 6383.85, Location info taken from Brass monument survey data from R-9i WCR.	NULL	TA-21	Los Alamos	NULL	NULL	[84]	Ground Elevation updated from MW	Well Info	
SA-00001	NULL	35.85892	-106.22635	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Record created for data migration. Coordinates loaded in 2008 for data cleanup, same xy as location R-12. Coordinate accuracy is unknown., NULL	NULL	General	Sandia	NULL	NULL	[84]		Well Info	
SA-26997	NULL	35.86429	-106.26104	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL, NULL	NULL	Chromium	Sandia	NULL	NULL	[84]		Well Info	
Sandia right fork at Pwr Plant	NULL	35.87519	-106.3185	7284.000	NULL	NULL	NULL	NULL	NULL	NULL	Coordinate accuracy is unknown., NULL	NULL	General	Sandia	NULL	NULL	[84]		Well Info	
SCA-1	Alluvial	35.87361	-106.31054	7211.220	NULL	2006-08-25 00:00:00	2.10	2 in	1.3	1.900	Ground survey coordinates, no brass monument, NULL, Ground survey coordinates, no brass monument, Ground survey coordinates, no brass monument	NULL	General	Sandia	A	NULL	[84]	Well Diameter [in] updated from MW	Well Info	
SCA-1-DP	Alluvial	35.87361	-106.31054	7211.200	NULL	2009-02-18 00:00:00	2.66	2 in	2.16	2.660	Exact coordinates to be determined. Sampling is planned very close to SCA-1., Drive point adjacent to SCA-1, Exact coordinates to be determined. Sampling is planned very close to SCA-1., Exact coordinates to be determined. Sampling is planned very close to SCA-1.	NULL	General	Sandia	A	NULL	[84]	Well Diameter [in] updated from MW	Well Info	
SCA-2	Alluvial	35.86543	-106.26452	6749.08	NULL	2006-08-24 00:00:00	15.60	2 in	10.3	15.000	NULL, NULL, Chromium Invstitgation alluvial well in Sandia Canyon, Brass monument xyz, Brass monument xyz	NULL	Chromium	Sandia	A	NULL	[84]	Ground Elevation updated from MW, Well Diameter [in] updated from MW	Well Info	
SCA-3	Alluvial	35.86443	-106.26085	6723.220	Qal	2006-09-09 00:00:00	32.60	2	27.6	32.000	Brass monument xyz, NULL, Brass monument xyz, Brass monument xyz	NULL	Chromium	Sandia	A	NULL	[84]		Well Info	
SCA-4	Alluvial	35.86347	-106.25728	6703.58	NULL	2006-09-10 00:00:00	42.00	2 in	37	41.500	NULL, NULL, Brass monument xyz, Brass monument xyz, Chromium Invstitgation alluvial well in Sandia Canyon	NULL	Chromium	Sandia	A	NULL	[84]	Ground Elevation updated from MW, Well Diameter [in] updated from MW	Well Info	
SCA-5	Alluvial	35.86391	-106.25182	6669.020	NULL	2006-09-11 00:00:00	64.90	2 in	55	64.400	Brass monument xyz, NULL, Brass monument xyz, Brass monument xyz	NULL	Chromium	Sandia	A	NULL	[84]	Well Diameter [in] updated from MW	Well Info	
SCI-1	Intermediate	35.86548	-106.26213	6738.27	Tpf	2006-10-07 00:00:00	377.90	3.8	358.4	377.900	NULL, NULL, Brass monument location SCI-1 = SCC-1, Brass monument location SCI-1 = SCC-1, Chromium Invstitgation intermediate well in Sandia Canyon	NULL	Chromium	Sandia	A	NULL	[84]	Ground Elevation updated from MW	Well Info	
SCI-2	Intermediate	35.8637	-106.26101	6735.7	Tb4	2008-09-02 00:00:00	570.00	2	548	568.000	NULL, NULL, Brass monument survey, Brass monument survey	NULL	Chromium	Sandia	A	NULL	[84]	Ground Elevation updated from MW	Well Info	
SCO-1	Alluvial	35.86329	-106.24365	6618.670	Qal	1989-08-14 00:00:00	19.30	NULL	9.3	19.300	NULL, NULL	NULL	General	Sandia	A	NULL	[84]		Well Info	
SCO-2	Alluvial	35.85879	-106.22691	6500.670	Qal	1989-08-16 00:00:00	19.40	NULL	9.4	19.400	NULL, NULL	NULL	General	Sandia	A	NULL	[84]		Well Info	
SCPZ-1	NULL	35.87541	-106.31475	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL, NULL	NULL	General	Sandia	NULL	NULL	[84]		Well Info	
SCPZ-10	NULL	35.87357	-106.31062	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL, NULL	NULL	General	Sandia	NULL	NULL	[84]		Well Info	
SCPZ-11(A)	NULL	35.87365	-106.31059	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL, NULL	NULL	General	Sandia	NULL	NULL	[84]		Well Info	
SCPZ-11(B)	Alluvial	35.87365	-106.3106	NULL	NULL	NULL	NULL	NULL	1	5.4	NULL, NULL	NULL	General	Sandia	NULL	NULL	[84]		Well Info	
SCPZ-12	NULL	35.87371	-106.31058	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL, NULL	NULL	General	Sandia	NULL	NULL	[84]		Well Info	
SCPZ-2	Alluvial	35.87541	-106.31476	NULL	NULL	NULL	NULL	NULL	6	8.3	NULL, NULL	NULL	General	Sandia	NULL	NULL	[84]		Well Info	
SCPZ-3	NULL	35.87553	-106.31474	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL, NULL	NULL	General	Sandia	NULL	NULL	[84]		Well Info	
SCPZ-4	NULL	35.87456	-106.31252	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL, NULL	NULL	General	Sandia	NULL	NULL	[84]		Well Info	
SCPZ-5	Alluvial	35.87467	-106.31248	NULL	NULL	NULL	NULL	NULL	3	5.4	NULL, NULL	NULL	General	Sandia	NULL	NULL	[84]		Well Info	
SCPZ-6	NULL	35.87477	-106.31243	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL, NULL	NULL	General	Sandia	NULL	NULL	[84]		Well Info	
SCPZ-7	NULL	35.87376	-106.31114	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL, NULL	NULL	General	Sandia	NULL	NULL	[84]		Well Info	
SCPZ-8	Alluvial	35.87378	-106.3111	NULL	NULL	NULL	NULL	NULL	5.3	7.6	NULL, NULL	NULL	General	Sandia	NULL	NULL	[84]		Well Info	
SCPZ-9	NULL	35.87386	-106.31105	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL, NULL	NULL	General	Sandia	NULL	NULL	[84]		Well Info	
SCS-1	NULL	35.87553	-106.31508	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL, NULL	NULL	General	Sandia	NULL	2012-03-15 10:48:00	[84]		Well Info	
SCS-2	NULL	35.86781	-106.27557	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL, NULL	NULL	Chromium	Sandia	NULL	NULL	[84]		Well Info	
SCS-3	NULL	35.86593	-106.26847	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL, NULL	NULL	Chromium	Sandia	NULL	2012-03-15 10:48:00	[84]		Well Info	
SIMR-2	Regional	35.85399	-106.25103	6702.3	Tpf	2015-06-16 00:00:00	927.0	5	885	905.4	NULL, NULL	NULL	Chromium	Mortendad	A	NULL	[84]	Ground Elevation updated from MW, Geologic Unit Code updated from MW	Well Info	
Skate Spring	NULL	35.88133	-106.32862	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL, NULL	NULL	General	Los Alamos	NULL	NULL	[84]		Well Info	
SM-30 Spring	NULL	35.87321	-106.33066	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL, NULL	NULL	General	Pajarito	NULL	NULL	[84]		Well Info	
SM-30A Spring	NULL	35.87248	-106.33074	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL, NULL	NULL	General	Pajarito	NULL	NULL	[84]		Well Info	
SWA-1	NULL	35.87542	-106.31476	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL, NULL	NULL	General	Sandia	NULL	NULL	[84]		Well Info	
SWA-2	NULL	35.87475	-106.31243	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL, NULL	NULL	General	Sandia	NULL	NULL	[84]		Well Info	
SWA-3	NULL	35.8738	-106.31109	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Formerly SWA-3, NULL, Formerly SWA-3, Formerly SWA-3	NULL	General	Sandia	NULL	NULL	[84]		Well Info	
SWA-3-7	Alluvial	35.87376	-106.31114	NULL	NULL	2016-06-27 00:00:00	3.6	2	0.6	3.1	Formerly SCPZ-7, NULL, Formerly SCPZ-7, Formerly SCPZ-7, Formerly SCPZ-7	NULL	General	Sandia	A	NULL	[84]	Aquifer updated from MW	Well Info	
SWA-3-8	Alluvial	35.8738	-106.31109	NULL	NULL	2016-06-27 00:00:00	7.8	2	3.6	7.8	Formerly SWA-3, NULL, Formerly SWA-3, Formerly SWA-3, Formerly SWA-3	NULL	General	Sandia	A	NULL	[84]	Aquifer updated from MW	Well Info	
SWA-3-9	Alluvial	35.87386	-106.31105	NULL	NULL	2016-07-05 00:00:00	5.2	2	2.2	4.7	Formerly SCPZ-9, NULL, Formerly SCPZ-9, Formerly SCPZ-9, Formerly SCPZ-9	NULL	General	Sandia	A	NULL	[84]	Aquifer updated from MW	Well Info	
SWA-4	NULL	35.8737	-106.31056	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL, NULL	NULL	General	Sandia	NULL	NULL	[84]		Well Info	
SWL-1	NULL	35.87542	-106.31476	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL, NULL	NULL	General	Sandia	NULL	NULL	[84]		Well Info	
SWL-2	NULL	35.87475	-106.31243	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL, NULL	NULL	General	Sandia	NULL	NULL	[84]		Well Info	
SWL-3	NULL	35.8738	-106.31109	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL, NULL	NULL	General	Sandia	NULL	NULL	[84]		Well Info	
SWL-4	NULL	35.87371	-106.31056	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL, NULL	NULL	General	Sandia	NULL	NULL	[84]		Well Info	
TA-18 Cistern	NULL	35.83917	-106.27271	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL, NULL	NULL	General	Pajarito	NULL	NULL	[84]		Well Info	
TA-18 Spring	NULL	35.8392	-106.27095	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL, NULL	NULL	General	Pajarito	NULL	NULL	[84]		Well Info	
TA-53i	Intermediate	35.86828	-106.26541	6987.17	Tf	2009-03-10 00:00:00	620.80	5	600	610.000	NULL, NULL, Brass cap survey location, Brass cap survey location, Name changed from TA-53-1(i)	NULL	TA-21	Sandia	A	NULL	[84]	Ground Elevation updated from MW	Well Info	
Test Well 1	Regional	35.87036	-106.21751	6369.190	NULL	1950-01-03 00:00:00	642.00	8 in	632	642.000	NULL, TW-1 was completed on 01/03/1950 at a depth of 642 ft (Black and Veatch 1950).	NULL	General	Los Alamos	PA	NULL	[84]	Well Diameter [in] updated from MW	Well Info	
Test Well 1A	Intermediate	35.87033	-106.21746	6369.28	NULL	1950-01-11 00:00:00	225.00	6 in	215	225.000	NULL, TW-1A was completed on 1/11/1950 at a dpeth of 225 ft (Black and Veatch 1950)	NULL	General	Los Alamos	PA	NULL	[84]	Ground Elevation updated from MW, Well Diameter [in] updated from MW	Well Info	
Test Well 2	Regional	35.88462	-106.27088	6648.06	NULL	1990-12-15 00:00:00	834.00	6 in	774	824.000	NULL, TW-2 was completed on 11/03/1949 at a depth of 789 ft (Black and Veatch 1950), and was deepened to 834 ft in 1990 (Purtymun 1995, p. 221). P&amp;A 2/8/10	NULL	General	Los Alamos	PA	NULL	[84]	Ground Elevation updated from MW, Well Diameter [in] updated from MW	Well Info	
Test Well 2A	Intermediate	35.88468	-106.27104	6650.4	NULL	1950-02-07 00:00:00	133.00	8 in	123	133.000	NULL, TW-2a was completed on 2/07/1950 at a depth of 133 ft (Black and Veatch 1950) P&amp;A 2/8/10	NULL	General	Los Alamos	PA	NULL	[84]	Ground Elevation updated from MW, Well Diameter [in] updated from MW	Well Info	
Test Well 3	Regional	35.87328	-106.25908	6626.9	NULL	1949-11-20 00:00:00	815.00	10 in	805	815.000	NULL, TW-3 was completed on 11/20/1949 at a depth of 818 ft (Black and Veatch 1950)., Purtymun elev in error, elev from DEM/LIDAR Broxton/Cole, Purtymun elev in error, elev from DEM/LIDAR Broxton/Cole	NULL	TA-21	Los Alamos	PA	NULL	[84]	Ground Elevation updated from MW, Well Diameter [in] updated from MW	Well Info	
Test Well 4	Regional	35.88574	-106.30533	7244.56	NULL	1950-03-08 00:00:00	1205.00	6 in	1195	1205.000	NULL, TW-4 was completed on 03/08/1950 at a depth of 1205 ft (Black and Veatch 1950).	NULL	General	Los Alamos	PA	NULL	[84]	Ground Elevation updated from MW, Well Diameter [in] updated from MW	Well Info	
Test Well 8	Regional	35.8633	-106.27647	6873.5	NULL	1960-12-15 00:00:00	1065.00	8 in	953	1065.000	NULL, TW-8 was completed on 12/15/1960 at a depth of 1065 ft (Baltz Abrahams, and Purtymun, 1963, p. 50).	NULL	Chromium	Mortendad	PA	NULL	[84]	Ground Elevation updated from MW, Well Diameter [in] updated from MW	Well Info	
Test Well TW-1	NULL	35.87036	-106.21751	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL, NULL	NULL	General	Los Alamos	NULL	NULL	[84]		Well Info	
Threemile Spring	NULL	35.84164	-106.27865	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL, NULL	NULL	General	Pajarito	NULL	NULL	[84]		Well Info	
TMO-1	Alluvial	35.8541	-106.29585	6945.200	Qal	2008-06-09 00:00:00	6.50	1.5 in	3.5	6.500	Brass Cap, NULL, Brass Cap, Brass Cap	NULL	General	Pajarito	A	NULL	[84]	Geologic Unit Code updated from MW, Well Diameter [in] updated from MW	Well Info	
TS-1.42 SPRING	NULL	35.86138	-106.29591	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL, NULL	NULL	General	Mortendad	NULL	NULL	[84]		Well Info	
TSCA-6	Alluvial	35.86046	-106.27518	6863.200	Qal	2004-11-09 00:00:00	21.30	2.1 in	16.2	20.900	Brass cap location, ER B-15/A-6, located in lower Ten Site Canyon, B-15/A-6, Brass cap location, ER B-15/A-6, located in lower Ten Site Canyon, Brass cap location, ER B-15/A-6, located in lower Ten Site Canyon	NULL	General	Mortendad	A	NULL	[84]	Well Diameter [in] updated from MW	Well Info	
TSWB-6	Alluvial	35.86051	-106.27374	6853.210	Qal	1994-12-21 00:00:00	40.00	2.75 in	25	35.000	NULL, NULL	NULL	Chromium	Mortendad	A	NULL	[84]	Well Diameter [in] updated from MW	Well Info	
TW-1.72 Spring	NULL	35.86773	-106.323	7401.000	NULL	NULL	NULL	NULL	NULL	NULL	NULL, NULL	NULL	General	Pajarito	NULL	NULL	[84]		Well Info	
TW-2Ar	Intermediate	35.88485	-106.27122	6651.67	Tpf	2010-03-04 00:00:00	113.90	4.5 in	102	112.000	NULL, NULL, Brass cap location rounded to 2 decimal places. -RJK, Brass cap location rounded to 2 decimal places. -RJK, Brass cap location rounded to 2 decimal places. -RJK	NULL	General	Los Alamos	A	NULL	[84]	Ground Elevation updated from MW, Geologic Unit Code updated from MW, Well Diameter [in] updated from MW	Well Info	
UNK	NULL	35.83105	-106.23411	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Record created for data migration.  Needs field coordinates., NULL	NULL	TA-54	Mortendad	NULL	NULL	[84]		Well Info	
MCWB-4	Alluvial	35.8639551	-106.2792825	6893.42	Qal		15	3 in	10	15	None	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12230					None		Monitoring Wells	
R-50	None	35.8566553	-106.2559076	6904.11	None		None	None	None	None	Brass Cap location, Brass Cap location	None					None		Monitoring Wells	
MCWB-8.1B	Alluvial	35.8608608	-106.2630161	6783.8	Qal		72.5	None	47.5	67.5	None	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12247					None		Monitoring Wells	
MCA-3ac S1	None	35.8620955	-106.2730504	6853	None		None	None	None	None	None	None					None		Monitoring Wells	
CrEX-4	None	35.859934	-106.2579784	None	None		None	None	None	None	None	None					None		Monitoring Wells	
MCWB-7.4B	Alluvial	35.860282	-106.2673097	6813.07	Qal		70	3 in	45	65	None	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12243					None		Monitoring Wells	
MCA-3ac	Alluvial	35.8620955	-106.2730504	6853	Qal		44	0.8 in	Multiple	Multiple	Brass cap location, Brass cap location	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12097					6857.1		Monitoring Wells	
MCO-9	Alluvial	35.8601808	-106.2579662	6749.67	Qal		55	3 in	45	55	None	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12214					None		Monitoring Wells	
PU-10174	None	35.8885752	-106.3019104	6930.43	None		None	None	None	None	Survey date and accuracy for coordinates and elevation are UNKNOWN., Survey date and accuracy for coordinates and elevation are UNKNOWN.	None					None		Monitoring Wells	
R-37	None	35.8443729	-106.2587343	6870.59	None		None	None	None	None	Brass monument location, Brass monument location	None					None		Monitoring Wells	
PAO-2.5	Alluvial	35.8858079	-106.2829853	6722.39	Qal		10.25	4 in	2.4	7.4	None	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12269					None		Monitoring Wells	
R-12	None	35.8589226	-106.2263505	6499.6	None		None	None	None	None	Location information from Brass Cap survey data in WCR., Location information from Brass Cap survey data in WCR.	None					None		Monitoring Wells	
SWA-1-1	None	35.8754103	-106.3147478	None	None		None	None	None	None	Formerly a piezometer well SCPZ-1, Formerly a piezometer well SCPZ-1, Formerly a piezometer well SCPZ-1	None					None		Monitoring Wells	
MCO-9.5	Alluvial	35.8605523	-106.2569798	6743.27	Qal		46	2 in	26	46	None	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12213					None		Monitoring Wells	
MCWB-6.2A	Alluvial	35.8618205	-106.2724847	6848.29	Qal		45.5	3 in	30.5	40.5	None	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12234					None		Monitoring Wells	
SWA-2-4	Alluvial	35.8745609	-106.3125236	None	None		9	2 in	3	9	Formerly SCPZ-4, Formerly SCPZ-4, Formerly SCPZ-4	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12447					7226.48		Monitoring Wells	
MCWB-8.1C	Alluvial	35.860623	-106.2629967	6785.63	Qal		80	None	55	75	None	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12248					None		Monitoring Wells	
MCWB-6.5C	Alluvial	35.8612472	-106.2716785	6841.02	Qal		47.5	3 in	32.5	42.5	None	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12238					None		Monitoring Wells	
R-22	None	35.829246499999996	-106.2334432	6650.5	None		None	None	None	None	Location info taken from Brass cap survey data from R-22 WCR., Location info taken from Brass cap survey data from R-22 WCR.	None					None		Monitoring Wells	
18-MW-4	None	35.842344	-106.2685989	6758.3	None		None	None	None	None	None	None					None		Monitoring Wells	
LADP-5	None	35.8772947	-106.2694697	7018.06	None		None	None	None	None	plugged and abandoned, plugged and abandoned	None					None		Monitoring Wells	
PU-00181	None	35.8834934	-106.2590101	6578.58	None		None	None	None	None	Survey date and accuracy for coordinates and elevation are UNKNOWN. Pueblo Canyon alluvial wellefile N. McCranie allu PAO-3, Survey date and accuracy for coordinates and elevation are UNKNOWN. Pueblo Canyon alluvial wellefile N. McCranie allu PAO-3	None					None		Monitoring Wells	
R-70 S2	None	35.8596995	-106.2485826	6692.62	None		None	None	1048	1068.5	Coordinates estimated from Google Earth., Spatial data is an estimate only! Will be finalized once well is surveyed.	None					None		Monitoring Wells	
MCWB-6.6	Alluvial	35.8607151	-106.271585	6839.35	Qal		47.5	3 in	32.5	42.5	None	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12240					None		Monitoring Wells	
PA-26616	None	35.8238518	-106.2247625	6527.9	None		None	None	None	None	Accuracy of coordinates is unknown. Coordinates are from Final Completion Report for Intermediate Well R-23i., Accuracy of coordinates is unknown. Coordinates are from Final Completion Report for Intermediate Well R-23i.	None					None		Monitoring Wells	
MCWB-7A	Alluvial	35.8606749	-106.2704522	6831.17	Qal		52	None	37	47	None	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12049					None		Monitoring Wells	
