locationID	LONGITUDE	LATITUDE	GROUND_ELE	SURVEYING_	LOCATION_D	LOCATION_C	WELL_TOTAL	DEPTH_UNIT	TOP_OF_CAS	WELL_DIAME	PERFORATIO	PERFORAT_1	AQUIFER	HYDROSTRAT	GEOLOGICAL	WELL_COMPL	field_18
R-45 S1	-106.250563700000000	35.859211500000000	6704.02	WCR, SW MTN SURVEY	None	Brass cap location	None	None	None	None	880	890	Regional	Regional Top	Tpf	None	
R-43 S1	-106.260734200000000	35.863598400000000	6732.65	WCR, SW MTN SURVEY	None	Brass Cap location	None	None	None	None	903.9	924.6	Regional	Regional Top	Tsfu	None	
P5-26612	-106.269469700000000	35.877294700000000	7018.06	REFERENCE	None	Accuracy of coordinates is unknown. Coordinates are from Final Completion Report for Intermediate Well LADP-5.	None	None	None	None	None	None	None	None	None	None	
R-7 S3	-106.279538100000000	35.874689699999900	6779.2	Completion Report	None	Location info taken from Brass cap monument survey data from R-7 WCR.	None	None	None	None	895.5	937.4	Regional	Regional	Tp	None	
R-49 S2	-106.238246000000000	35.827297999999900	6584.54	None	None	Coordinates supplied by Dave Broxton	None	None	None	None	None	None	None	None	None	None	
CDBO-1	-106.258259900000000	35.839777400000000	6757.6	PG	None	None	14	ft	None	4 in	9	14	Alluvial	None	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12434	
SCI-2	-106.261007100000000	35.863698599999900	6735.7	SOUTHWEST MTM SURV	None	Brass monument survey	570	ft	6735.7	2 in	548	568	Intermediate	Intermediate Perched	Tb4	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12389	
SCA-4	-106.257277000000000	35.863468200000000	6703.58	Kleinfelder 2006 WCR	None	Brass monument xyz	42	ft	None	2 in	37	41.5	Alluvial	Alluvial	None	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12381	
41-01002	-106.296139700000000	35.876552300000000	6910.74	SURV TEK	None	Survey date and accuracy for coordinates and elevation are UNKNOWN. Location Desc:WELL IMMEDIATELY EAST OF TA-41 Notes: Aggregate:	None	None	None	None	None	None	None	None	None	None	
33-22850	-106.273675000000000	35.860623799999900	None	Well Completion Rpt	None	Coordinates loaded in 2008 for data cleanup, same xy as location R-33. Coordinate accuracy is unknown.	None	None	None	None	None	None	None	None	None	None	
SC-26614	-106.206148500000000	35.850314800000000	6363.7	REFERENCE	None	Accuracy of coordinates is unknown. Coordinates are from Final Completion Report for Characterization Well R-10a/R-10.	None	None	None	None	None	None	None	None	None	None	
R-23i S2	-106.224763000000000	35.823852000000000	6527.88	None	None	4.5 inch casing. This corresponds to LANL's R-23i S3	None	None	None	None	None	None	None	None	None	None	
R-17 S2	-106.292590000000000	35.853279000000000	6921.51	None	None	None	None	None	None	None	None	None	None	None	None	None	
18-MW-15	-106.264916000000000	35.839022000000000	6727.9	None	None	TA-18	None	None	None	None	None	None	None	None	None	None	
R-70	-106.248582600000000	35.859699499999900	6692.62	None	Brass cap	None	None	None	None	None	None	None	None	None	None	None	
SWA-3-7	-106.311137900000000	35.873757499999900	None	TERRANEAR PMC	None	Formerly SCPZ-7	None	None	None	None	None	None	None	None	None	None	
CrEX-2	-106.260877699999000	35.858983400000000	None	NMED DOE-OB	None	None	None	None	None	None	None	None	None	None	None	None	
LAOI-3.2a	-106.259440000000000	35.873176000000000	6624.43	None	None	None	None	None	None	None	None	None	None	None	None	None	
R-1	-106.277211500000000	35.863557700000000	6881.21	R1 Completion Report	None	Coordinates obtained from Brass Cap Monument survey data in WCR.	1080.1	ft	6881.21	4.5 in	1031.12	1057.42	Regional	Regional Top	Tp	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12293	
SWA-2-5	-106.312481700000000	35.874673999999900	None	TERRANEAR PMC	None	Formerly SCPZ-5	8.96	ft	7226.22	2 in	3	8.96	Alluvial	None	None	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12448	
MCO-7A	-106.269956500000000	35.860560200000000	6827.58	Stoker	None	None	44.8	ft	None	3 in	34.8	44.8	Alluvial	Alluvial	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12204	
LAWS-01	-106.219259100000000	35.866999700000000	6363.4	Stone & Newell 2002	None	Vertical borehole at LA weir	None	None	None	None	None	None	None	None	None	None	
LAO-4	-106.248868100000000	35.872156199999900	6548	Stoker	None	Elevation revised based on LIDAR surface location pick	24	ft	None	3 in	14	24	Alluvial	Alluvial	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12143	
PCI-2	-106.293088500000000	35.853310600000000	6920.95	Well Completion Rpt	None	None	533.3	ft		6920.95	5 in	512	522	Intermediate	Intermediate Perched	Tpf	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12283
03-B-10	-106.330115800000000	35.873716600000000	7458.28	DOE 2005	None	Ground surface elevation  Plugged and Abandoned 9/25/09	31.1	ft	None	2 in	20.6	30.6	Intermediate	Intermediate	Qbt4	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12501	
SWA-4	-106.310561600000000	35.873700100000000	None	TERRANEAR PMC	None	None	None	None	None	None	None	None	None	None	None	None	
R-20 S1	-106.258709000000000	35.836345000000000	6694.35	None	None	None	None	None	None	None	None	None	None	None	None	None	
R-23	-106.224709899999000	35.823899400000000	6527.75	Well Completion Rpt	None	Brass Monument location	886.3	ft	6527.75	4.5 in	816	873.2	Regional	Regional Top	Tpt	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12326	
R-57	-106.234169700000000	35.829869100000000	6648.04	Well Completion Rpt	None	Brass cap location	None	None	None	None	None	None	None	None	None	None	
R-6i	-106.264934999999000	35.875343000000000	6996.9	None	None	Location info taken from Brass cap monument survey data from R-6/R-6i WCR. Added for P Longmire	None	None	None	None	None	None	None	None	None	None	
R-54 S1	-106.255442700000000	35.836093200000000	6679.85	WCR, SW MTN SURVEY	None	Brass Cap location	None	None	None	None	830	840	Regional	Regional Top	Tpf	None	
SCPZ-2	-106.314758500000000	35.875405299999900	None	None	None	None	None	ft	None	None	6	8.3	Alluvial	Alluvial	None	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12399	
R-51 S2	-106.269336900000000	35.842631699999900	6762.17	Precision Surveys	None	brass cap location	None	None	None	None	1030.96	1041	Regional	Regional Deep	Tpf	None	
R-14	-106.285645400000000	35.861775999999900	7062.08	WCR, SW MTN SURVEY	None	Location info taken from Brass Cap survey data for R-14.	None	None	None	None	None	None	None	None	None	None	
R-49	-106.238245800000000	35.827298499999900	6584.54	SW MTN SURVEY	None	Brass cap location	None	None	None	None	None	None	None	None	None	None	
R-40 Si	-106.262782300000000	35.839384600000000	6719.24	Completion Report	None	Brass cap location	None	None	None	None	649.67	669.02	Intermediate	Intermediate	Tb4	None	
LAOR-1	-106.289906000000000	35.876415999999900	6864.83	None	None	None	None	None	None	None	None	None	None	None	None	None	
PCAO-7c	-106.262517200000000	35.838105100000000	6714.57	SW MTN SURVEY	None	Brass Cap	25	ft	None	4 in	9.7	19.7	Alluvial	Alluvial	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12280	
R-32 S1	-106.248714600000000	35.830948599999900	6637.63	Well Completion Rpt	None	Location info taken from Brass cap monument survey data from R-32 WCR.	None	None	None	None	867.5	875.2	Regional	Regional Top	Tpt	None	
R-22 S2	-106.233442999999000	35.829245999999900	6650.5	None	None	original x, y = 1645327, 1757112	None	None	None	None	None	None	None	None	None	None	
R-12 OB	-106.226350500000000	35.858922600000000	6499.6	Well Completion Rpt	None	Location information from Brass Cap survey data in WCR.	None	ft	None	None	-9999	-9999	Intermediate	Intermediate	None	None	
MCOI-4	-106.271221999999000	35.860650000000000	6837.2	None	None	Brass Monument	None	None	None	None	None	None	None	None	None	None	
R-5 OB	-106.228767199999000	35.873070499999900	6472.6	Completion Report	None	Location info taken from Brass cap monument survey data from R-5 WCR.	None	ft	None	None	-9999	-9999	Intermediate	Intermediate	None	None	
R-12 S2	-106.226350500000000	35.858922600000000	6499.6	Well Completion Rpt	None	Location information from Brass Cap survey data in WCR.	None	None	None	None	504.5	508	Intermediate	Intermediate Perched	Tp	None	
3MAO-2	-106.272383899999000	35.839150599999900	6759.435	SW MTN SURVEY	None	Brass Cap	30	ft	None	4 in	14.7	24.7	Alluvial	Alluvial	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12497	
R-45 S2	-106.250563700000000	35.859211500000000	6704.02	WCR, SW MTN SURVEY	None	Brass cap location	None	None	None	None	974.9	994.9	Regional	Regional Deep	Tjfp	None	
SCPZ-2	-106.314758500000000	35.875405299999900	None	None	None	None	None	ft	None	None	6	8.3	Alluvial	Alluvial	None	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12399	
LAUZ-1	-106.273567300000000	35.877869099999900	7032.42	None	None	Surv-Tek Survey	10.55	ft	7032.42	4 in	5.35	10.35	Alluvial	Alluvial	None	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12121	
CrEX-3	-106.254952200000000	35.859668800000000	6734.601	D. FRANK	None	None	1004.5	ft	6733.16	8 in	909.6	948.8	Regional	Regional Top	Tpf	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12033	
CDBO-6	-106.264197900000000	35.850259999999900	6817.2	Stoker	None	None	49	ft	None	2 in	34	44	Alluvial	Alluvial	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12430	
R-9i	-106.223720500000000	35.866956199999900	6383.2	Completion Report	None	Location info taken from Brass monument survey data from R-9i WCR.	None	None	None	None	None	None	None	None	None	None	
R-52 S1	-106.261566100000000	35.844946899999900	6883.04	Precision Surveys	None	Brass cap location	None	None	None	None	1035.2	1055.7	Regional	Regional Top	Tpf	None	
R-4 OB	-106.253810200000000	35.882598000000000	6577.49	R4 Completion Report	None	Inactive emergency landing strip in Pueblo Canyon; TA-74. Location info taken from Brass cap monument survey data from R-4 WCR.	None	ft	None	None	-9999	-9999	Regional	Regional	None	None	
SCO-2	-106.226907999999000	35.858787000000000	6500.67	Stoker	None	None	19.4	ft	None	None	9.4	19.4	Alluvial	None	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12393	
MCWB-6.5C	-106.271678499999000	35.861247200000000	6841.02	S. McLin	None	None	47.5	ft	None	3 in	32.5	42.5	Alluvial	None	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12238	
MCWB-6.5D	-106.272067400000000	35.860633900000000	6843.2	S. McLin	None	None	42.5	ft	None	3 in	32.5	42.5	Alluvial	None	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12239	
MCWB-5.5A	-106.273493800000000	35.862394000000000	6858.36	S. McLin	None	None	37.5	ft	None	3 in	22.5	32.5	Alluvial	None	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12231	
R-64	-106.275408000000000	35.877197000000000	7121.74	None	None	Preliminary information	None	None	None	None	None	None	None	None	None	None	
MCA-RLW-1	-106.278463599999000	35.863767400000000	6887.1	None	None	None	None	None	None	None	None	None	None	None	None	None	
R-45 S2	-106.250563700000000	35.859211500000000	6704.02	WCR, SW MTN SURVEY	None	Brass cap location	None	None	None	None	974.9	994.9	Regional	Regional Deep	Tjfp	None	
MCWB-7.2	-106.268426100000000	35.860512700000000	6818.86	S. McLin	None	None	67.5	ft	None	3 in	42.5	62.5	Alluvial	None	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12241	
SC-26613	-106.205965300000000	35.850271200000000	6362.3	REFERENCE	None	Accuracy of coordinates is unknown. Coordinates are from Final Completion Report for Characterization Well R-10a/R-10.	None	None	None	None	None	None	None	None	None	None	
R-33 S2	-106.273675000000000	35.860624000000000	6853.33	None	None	Location on mesa top near PM-5	None	None	None	None	None	None	None	None	None	None	
MCOI-1	-106.291757200000000	35.864533100000000	7106.2	Kleinfelder survey	None	Brass cap in I-1 pad	825.6	ft	7110	0.81 in	815	825.48	Intermediate	None	Tpf	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12224	
R-4 PZ-W	-106.253778400000000	35.882561199999900	6577.35	R4 Completion Report	None	R-4 Piezometer West	125	ft	None	None	115	125	Intermediate	None	Tpf	None	
R-7 S1	-106.279538100000000	35.874689699999900	6779.2	Completion Report	None	Location info taken from Brass cap monument survey data from R-7 WCR.	None	None	None	None	363.2	379.2	Intermediate	Intermediate Perched	Tp	None	
R-19 S7	-106.285420800000000	35.837871700000000	7066.3	Well Completion Rpt	None	Location info taken from Brass Cap survey data in R-19 WCR.	None	None	None	None	1832.4	1839.5	Regional	Regional Deep	Tpf	None	
R-57	-106.234169700000000	35.829869100000000	6648.04	Well Completion Rpt	None	Brass cap location	None	None	None	None	None	None	None	None	None	None	
SWA-2-6	-106.312434100000000	35.874748599999900	None	TERRANEAR PMC	None	Formerly SWA-2	8.22	ft	7225.72	2 in	3.12	8.22	Alluvial	None	None	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12449	
SCPZ-3	-106.314736100000000	35.875528000000000	None	None	None	None	None	None	None	None	None	None	None	None	None	None	
MCA-8	-106.246932900000000	35.857439999999900	6668.8	Kleinfelder survey	None	Brass cap location	86.3	ft	6671.4	2.1 in	66	81	Alluvial	None	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12091	
18-MW-9	-106.265071000000000	35.839638000000000	6732.91	None	None	TA-18	None	None	None	None	None	None	None	None	None	None	
SCI-1	-106.262129400000000	35.865475900000000	6738.27	Kleinfelder WCR	None	Brass monument location SCI-1 = SCC-1	378.5	ft	6738.27	3.75 in	358.4	378.5	Intermediate	Intermediate Perched	Tpf	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12387	
MT-3	-106.264970300000000	35.860969099999900	6796.65	LANL 1997 MC WP	None	None	74	ft	None	None	44	64	Alluvial	Alluvial	None	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12257	
ER ID #03-2664	-106.330126500000000	35.873736000000000	7457.7	None	None	None	None	None	None	None	None	None	None	None	None	None	
R-57 S1	-106.234169700000000	35.829869100000000	6648.04	Well Completion Rpt	None	Brass cap location	None	None	None	None	910	930.5	Regional	Regional Top	Tb4	None	
TA-53i	-106.265410399999000	35.868283099999900	6987.17	Well Completion Rpt	None	Brass cap survey location	620.8	ft	6987.17	5 in	600	610	Intermediate	Intermediate	Tf	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12462	
18-MW-14	-106.264585000000000	35.839042999999900	6725.8	None	None	TA-18	None	None	None	None	None	None	None	None	None	None	
SWA-3-8	-106.311086300000000	35.873797199999900	None	TERRANEAR PMC	None	Formerly SWA-3	None	None	None	None	None	None	None	None	None	None	
R-20	-106.258708900000000	35.836344699999900	6694.35	Completion Report	None	Location info taken from Brass Monument survey data from R-20 WCR.	None	None	None	None	None	None	None	None	None	None	
R-55 S1	-106.227508500000000	35.829687999999900	6533.86	WCR, SW MTN SURVEY	None	brass cap surveyed location	None	None	None	None	860	880.6	Regional	Regional Top	Tpt	None	
MCA-9	-106.246444200000000	35.857495800000000	6671.7	Kleinfelder survey	None	Brass cap location	113	ft	6674	2.1 in	92.8	107.8	Alluvial	None	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12090	
MCWB-9A	-106.257740799999000	35.860886999999900	6752.11	S. McLin	None	None	75	ft	None	None	50	70	Alluvial	None	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12249	
TW-2A(r)	-106.256130799999000	35.856690100000000	None	None	None	None	None	None	None	None	None	None	None	None	None	None	
R-56	-106.249694100000000	35.834559900000000	6780.88	Well Completion Rpt	None	brass cap location	None	None	None	None	None	None	None	None	None	None	
PU-00181	-106.259010100000000	35.883493399999900	6578.58	SURV TEK	None	Survey date and accuracy for coordinates and elevation are UNKNOWN. Pueblo Canyon alluvial wellefile N. McCranie allu PAO-3	None	None	None	None	None	None	None	None	None	None	
MCWB-7.4A	-106.267368500000000	35.860726000000000	6812.4	S. McLin	None	None	70	ft	None	3 in	45	65	Alluvial	None	Qal	https://www.intellusnm.com/documents/document-library.cfc?method=retrieveLanlFile&nodeId=12242	
MCOI-5	-106.267444000000000	35.859986999999900	6819.7	None	None	Brass Monument	None	None	None	None	None	None	None	None	None	None	
R-54 S2	-106.255442700000000	35.836093200000000	6679.85	WCR, SW MTN SURVEY	None	Brass Cap location	None	None	None	None	915	925	Regional	Regional Deep	Tpf	None	
SWA-3-9	-106.311047700000000	35.873856199999900	None	TERRANEAR PMC	None	Formerly SCPZ-9	None	None	None	None	None	None	None	None	None	None	
R-12 S3	-106.226350500000000	35.858922600000000	6499.6	Well Completion Rpt	None	Location information from Brass Cap survey data in WCR.	None	None	None	None	801	839	Regional	Regional	Tsfb	None	
R-42	-106.259135000000000	35.861294000000000	6759.02	None	None	None	None	None	None	None	None	None	None	None	None	None	
